card_id,reason_class,sb_foul_linked,source_url,source_tier,note
2014-036-208432,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383271,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-037-208573,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383264,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-037-208583,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383264,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-038-208559,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383265,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-038-208563,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383265,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-038-208564,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383265,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-039-208536,foul_play,not_available,https://www.theguardian.com/football/2014/jun/24/italy-v-uruguay-world-cup-2014-live-report,3_established_mbm,"The Guardian reports Balotelli making a flying, knee-led challenge into an opponent's head."
2014-039-208541,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383266,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-039-208542,foul_play,not_available,https://www.theguardian.com/football/2014/jun/24/italy-v-uruguay-world-cup-2014-live-report,3_established_mbm,The Guardian reports Marchisio making a studs-up challenge.
2014-039-208549,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383266,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-039-208553,time_wasting,not_available,https://www.transfermarkt.com/italy_uruguay/index/spielbericht/2384318,4_documented_fallback,Transfermarkt's match timeline labels Muslera's caution as time wasting.
2014-040-208521,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383267,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-040-208522,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383267,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-040-208525,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383267,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-041-208654,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383260,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-042-208633,foul_play,not_available,https://www.theguardian.com/football/2014/jun/25/ecuador-v-france-world-cup-2014-live-report,3_established_mbm,The Guardian reports Valencia going over the ball and making studs-first contact near the knee.
2014-042-208664,foul_play,not_available,https://www.transfermarkt.com/ecuador_france/index/spielbericht/2384321,4_documented_fallback,Transfermarkt's match timeline labels Erazo's caution as a foul.
2014-043-208622,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383262,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-043-208624,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383262,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-044-208608,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383263,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-044-208615,other_nonfoul,not_available,https://www.theguardian.com/football/2014/jun/25/bosnia-herzegovina-v-iran-world-cup-2014-live-report,3_established_mbm,The Guardian attributes Ansarifard's caution to simulation.
2014-045-208674,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383258,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-045-208675,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383258,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-045-208681,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383258,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-046-208689,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383259,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-046-208690,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383259,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-046-208700,foul_play,not_available,https://www.theguardian.com/football/2014/jun/26/portugal-v-ghana-world-cup-2014-live,3_established_mbm,The Guardian reports Ayew fouling with a swinging arm.
2014-046-208706,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383259,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-047-208707,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383256,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-047-208708,foul_play,not_available,https://www.theguardian.com/football/2014/jun/26/south-korea-v-belgium-world-cup-2014-live,3_established_mbm,The Guardian reports Defour making a two-footed challenge.
2014-047-208711,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383256,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-048-208724,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383257,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-048-208727,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383257,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-048-208728,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383257,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-048-208738,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383257,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-048-208741,time_wasting,not_available,https://www.11v11.com/matches/algeria-v-russia-26-june-2014-308699/,4_documented_fallback,11v11's match report explicitly attributes Cadamuro's caution to time wasting by kicking the ball into the stands.
2014-049-208745,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383254,3_established_mbm,ESPN's play-by-play attributes the card to a handling offence.
2014-049-208748,foul_play,not_available,https://www.theguardian.com/football/2014/jun/28/brazil-v-chile-world-cup-2014-live-report,3_established_mbm,The Guardian reports that Silva was cautioned for fouling Neymar.
2014-049-208749,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383254,3_established_mbm,ESPN's play-by-play attributes the card to a handling offence.
2014-049-208752,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383254,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-049-208759,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383254,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-049-208760,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383254,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-049-208761,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383254,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-050-208782,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383253,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-050-208787,dissent,not_available,https://www.theguardian.com/football/2014/jun/28/colombia-v-uruguay-world-cup-2014-live-report,3_established_mbm,The Guardian attributes substitute Lugano's caution to sustained verbal protest.
2014-050-208788,time_wasting,not_available,https://www.theguardian.com/football/2014/jun/28/colombia-v-uruguay-world-cup-2014-live-report,3_established_mbm,The Guardian reports that Armero kicked the ball away while Uruguay tried to restart quickly.
2014-051-208805,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383252,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-051-208811,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383252,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-051-208812,unknown,not_available,https://www.theguardian.com/football/2014/jun/29/holland-v-mexico-world-cup-2014-live-report,3_established_mbm,The Guardian places Guardado's caution amid reactions to the penalty decision but does not identify his own conduct; ESPN also gives no reason.
2014-052-208814,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383251,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-052-208815,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383251,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-052-208816,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383251,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-052-208818,dissent,not_available,https://www.theguardian.com/football/2014/jun/30/costa-rica-greece-world-cup-2014-last-16-match-report,3_established_mbm,The Guardian match report says the substitute was booked for protesting a rejected penalty claim.
2014-052-208823,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383251,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-052-208827,time_wasting,not_available,https://www.theguardian.com/football/2014/jun/29/costa-rica-v-greece-live,3_established_mbm,The Guardian reports that Ruiz knocked the ball away before Greece could take a free kick.
2014-052-208828,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383251,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-052-208835,time_wasting,not_available,https://www.theguardian.com/football/2014/jun/30/costa-rica-greece-world-cup-2014-last-16-match-report,3_established_mbm,The Guardian match report says Navas was cautioned for taking too long over a goal kick.
2014-053-208850,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383250,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-054-208861,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383249,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-054-208873,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383249,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-055-208881,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383248,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-055-208884,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383248,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-055-208889,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383248,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-055-208897,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383248,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-055-208898,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383248,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-056-208900,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383247,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-056-208903,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383247,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-057-208946,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383245,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-057-208947,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383245,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-057-208949,dissent,not_available,https://www.theguardian.com/football/2014/jul/04/brazil-v-colombia-world-cup-2014-quarter-final-live,3_established_mbm,The Guardian attributes Yepes's caution to dissent over the preceding free-kick decision.
2014-057-208952,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383245,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-058-208929,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383246,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-058-208936,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383246,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-059-208980,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383243,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-059-208981,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383243,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-059-208982,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383243,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-059-208989,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383243,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-059-208994,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383243,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-059-208995,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383243,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
2014-060-208967,foul_play,not_available,https://www.espn.com/soccer/commentary/_/gameId/383244,3_established_mbm,ESPN's play-by-play attributes the card to foul play.
